State_Name,Season,N,P,K,pH,Crop,Crop Yield (kg per hectare)
Maharashtra,Kharif,12,58,65,7.21,Niger seed,2422.898286
Maharashtra,Kharif,107,41,71,7.29,Niger seed,5676.735418
Maharashtra,Kharif,115,63,53,6.81,Niger seed,2487.262428
Maharashtra,Kharif,111,40,14,6.59,Niger seed,863.2834987
Maharashtra,Kharif,61,38,61,6.95,Niger seed,2883.325369
Maharashtra,Kharif,26,90,88,6.72,Niger seed,1551.829657
Maharashtra,Kharif,43,10,94,7.27,Niger seed,2363.856618
Maharashtra,Kharif,138,48,34,7.44,Niger seed,2180.400296
Maharashtra,Kharif,3,28,27,7.17,Niger seed,965.0899346
Maharashtra,Kharif,88,50,58,5.84,Niger seed,4883.47305
Maharashtra,Kharif,139,43,57,6.89,Niger seed,3892.404624
Maharashtra,Kharif,111,40,14,5.91,Niger seed,863.2834987
Maharashtra,Kharif,26,90,88,6.87,Niger seed,1551.829657
Maharashtra,Kharif,139,43,57,6.8,Niger seed,3892.404624
Maharashtra,Kharif,43,10,94,5.83,Niger seed,2363.856618
Maharashtra,Kharif,139,43,57,5.62,Niger seed,3892.404624
Maharashtra,Kharif,3,28,27,5.92,Niger seed,965.0899346
Maharashtra,Kharif,139,43,57,6.48,Niger seed,3892.404624
Maharashtra,Kharif,115,63,53,5.88,Niger seed,2487.262428
Maharashtra,Kharif,51,39,43,7.03,Niger seed,1504.172109
Maharashtra,Kharif,20,72,105,6.03,Niger seed,4422.562454
Maharashtra,Kharif,12,58,65,5.66,Niger seed,2422.898286
Maharashtra,Kharif,107,41,71,7.24,Niger seed,5676.735418
Maharashtra,Kharif,107,41,71,7.36,Niger seed,5676.735418
Maharashtra,Kharif,138,48,34,5.51,Niger seed,2180.400296
Maharashtra,Kharif,115,63,53,5.52,Niger seed,2487.262428
Maharashtra,Kharif,139,43,57,7.32,Niger seed,3892.404624
Maharashtra,Kharif,26,90,88,6.11,Niger seed,1551.829657
Maharashtra,Kharif,115,63,53,7.13,Niger seed,2487.262428
Maharashtra,Kharif,96,60,17,6.1,Niger seed,3672.112617
Maharashtra,Kharif,139,43,57,5.86,Niger seed,3892.404624
Maharashtra,Kharif,107,41,71,6,Niger seed,5676.735418
Maharashtra,Kharif,106,64,13,5.96,Niger seed,5322.361827
Maharashtra,Kharif,96,60,17,6.24,Niger seed,3672.112617
Maharashtra,Kharif,43,10,94,6.25,Niger seed,2363.856618
Maharashtra,Kharif,111,40,14,5.83,Niger seed,863.2834987
Maharashtra,Kharif,43,10,94,5.54,Niger seed,2363.856618
Maharashtra,Kharif,115,63,53,5.56,Niger seed,2487.262428
Maharashtra,Kharif,139,43,57,6.94,Niger seed,3892.404624
Maharashtra,Kharif,106,64,13,5.86,Niger seed,5322.361827
Maharashtra,Kharif,138,48,34,6.05,Niger seed,2180.400296
Maharashtra,Kharif,12,58,65,6.66,Niger seed,2422.898286
Maharashtra,Kharif,106,64,13,6.15,Niger seed,5322.361827
Maharashtra,Kharif,131,57,78,7.29,Niger seed,2425.075374
Maharashtra,Kharif,107,41,71,6.05,Niger seed,5676.735418
Maharashtra,Kharif,74,99,59,7.48,Niger seed,1145.596374
Maharashtra,Kharif,61,38,61,6.64,Niger seed,2883.325369
Maharashtra,Kharif,88,50,58,6.03,Niger seed,4883.47305
Maharashtra,Kharif,139,43,57,6.85,Niger seed,3892.404624
Maharashtra,Kharif,138,48,34,6.74,Niger seed,2180.400296
Maharashtra,Kharif,111,40,14,6.58,Niger seed,863.2834987
Maharashtra,Kharif,131,57,78,6.02,Niger seed,2425.075374
Maharashtra,Kharif,111,40,14,6.73,Niger seed,863.2834987
Maharashtra,Kharif,61,38,61,6.63,Niger seed,2883.325369
Maharashtra,Kharif,3,28,27,5.73,Niger seed,965.0899346
Maharashtra,Kharif,43,10,94,7.2,Niger seed,2363.856618
Maharashtra,Kharif,74,99,59,7.15,Niger seed,1145.596374
Maharashtra,Kharif,115,63,53,7.07,Niger seed,2487.262428
Maharashtra,Kharif,131,57,78,7.19,Niger seed,2425.075374
Maharashtra,Kharif,138,48,34,7.07,Niger seed,2180.400296
Maharashtra,Kharif,88,50,58,6.43,Niger seed,4883.47305
Maharashtra,Kharif,111,40,14,7.34,Niger seed,863.2834987
Maharashtra,Kharif,111,40,14,7.22,Niger seed,863.2834987
Maharashtra,Kharif,51,39,43,6.61,Niger seed,1504.172109
Maharashtra,Kharif,88,50,58,6.16,Niger seed,4883.47305
Maharashtra,Kharif,131,57,78,6.7,Niger seed,2425.075374
Maharashtra,Kharif,51,39,43,5.7,Niger seed,1504.172109
Maharashtra,Kharif,96,60,17,6.56,Niger seed,3672.112617
Maharashtra,Kharif,61,38,61,5.78,Niger seed,2883.325369
Maharashtra,Kharif,138,48,34,7.3,Niger seed,2180.400296
Maharashtra,Kharif,12,21,127,6.14,Niger seed,4482.667309
Maharashtra,Kharif,131,57,78,6.17,Niger seed,2425.075374
Maharashtra,Kharif,96,60,17,7.31,Niger seed,3672.112617
Maharashtra,Kharif,106,64,13,6.57,Niger seed,5322.361827
Maharashtra,Kharif,111,40,14,6.32,Niger seed,863.2834987
Maharashtra,Kharif,115,63,53,5.84,Niger seed,2487.262428
Maharashtra,Kharif,111,40,14,6.74,Niger seed,863.2834987
Maharashtra,Kharif,26,90,88,7.12,Niger seed,1551.829657
Maharashtra,Kharif,3,28,27,5.93,Niger seed,965.0899346
Maharashtra,Kharif,131,57,78,7.24,Niger seed,2425.075374
Maharashtra,Kharif,139,43,57,7.12,Niger seed,3892.404624
Maharashtra,Kharif,139,43,57,5.71,Niger seed,3892.404624
Maharashtra,Kharif,74,99,59,5.97,Niger seed,1145.596374
Maharashtra,Kharif,61,38,61,5.51,Niger seed,2883.325369
Maharashtra,Kharif,61,38,61,5.83,Niger seed,2883.325369
Maharashtra,Kharif,3,28,27,6.7,Niger seed,965.0899346
Maharashtra,Kharif,139,43,57,6.65,Niger seed,3892.404624
Maharashtra,Kharif,26,90,88,7.04,Niger seed,1551.829657
Maharashtra,Kharif,3,28,27,6.45,Niger seed,965.0899346
Maharashtra,Kharif,51,39,43,6.18,Niger seed,1504.172109
Maharashtra,Kharif,26,90,88,6.75,Niger seed,1551.829657
Maharashtra,Kharif,96,60,17,7.15,Niger seed,3672.112617
Maharashtra,Kharif,139,43,57,7.38,Niger seed,3892.404624
Maharashtra,Kharif,51,39,43,6.65,Niger seed,1504.172109
Maharashtra,Kharif,96,60,17,6.93,Niger seed,3672.112617
Maharashtra,Kharif,106,64,13,7.15,Niger seed,5322.361827
Maharashtra,Kharif,115,63,53,6.97,Niger seed,2487.262428
Maharashtra,Kharif,20,72,105,6.5,Niger seed,4422.562454
Maharashtra,Kharif,3,28,27,6.12,Niger seed,965.0899346
Maharashtra,Kharif,12,21,127,5.93,Niger seed,4482.667309
Maharashtra,Kharif,111,40,14,6.3,Niger seed,863.2834987
Maharashtra,Kharif,138,48,34,6.52,Niger seed,2180.400296
Maharashtra,Kharif,138,48,34,5.83,Niger seed,2180.400296
Maharashtra,Kharif,26,90,88,5.53,Niger seed,1551.829657
Maharashtra,Kharif,138,48,34,5.94,Niger seed,2180.400296
Maharashtra,Kharif,131,57,78,6.64,Niger seed,2425.075374
Maharashtra,Kharif,139,43,57,6.28,Niger seed,3892.404624
Maharashtra,Kharif,26,90,88,5.68,Niger seed,1551.829657
Maharashtra,Kharif,106,64,13,6.65,Niger seed,5322.361827
Maharashtra,Kharif,61,38,61,7.11,Niger seed,2883.325369
Maharashtra,Whole Year,25,91,138,5.6,Onion,4995.274083
Maharashtra,Whole Year,25,91,138,5.76,Onion,4995.274083
Maharashtra,Whole Year,25,91,138,6.05,Onion,4995.274083
Maharashtra,Whole Year,25,91,138,6.45,Onion,4995.274083
Maharashtra,Rabi,107,53,109,5.75,Other  Rabi pulses,1128.692871
Maharashtra,Rabi,57,91,102,5.57,Other  Rabi pulses,4705.017773
Maharashtra,Rabi,55,82,70,7.3,Other  Rabi pulses,5933.285031
Maharashtra,Rabi,8,49,33,6.45,Other  Rabi pulses,4065.069805
Maharashtra,Rabi,9,19,15,7.5,Other  Rabi pulses,5333.628833
Maharashtra,Rabi,55,82,70,6.87,Other  Rabi pulses,5933.285031
Maharashtra,Rabi,52,82,56,5.77,Other  Rabi pulses,2318.136291
Maharashtra,Rabi,8,49,33,6.53,Other  Rabi pulses,4065.069805
Maharashtra,Rabi,61,78,41,6.7,Other  Rabi pulses,2190.430288
Maharashtra,Rabi,61,78,41,6.11,Other  Rabi pulses,2190.430288
Maharashtra,Rabi,34,87,84,5.96,Other  Rabi pulses,3316.821221
Maharashtra,Rabi,19,70,16,5.6,Other  Rabi pulses,1499.714853
Maharashtra,Rabi,22,77,119,6.19,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,22,77,119,7.41,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,22,77,119,6.64,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,22,77,119,6.6,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,8,49,33,7.32,Other  Rabi pulses,4065.069805
Maharashtra,Rabi,127,82,140,6,Other  Rabi pulses,3954.501795
Maharashtra,Rabi,9,19,15,6.98,Other  Rabi pulses,5333.628833
Maharashtra,Rabi,34,87,84,6.96,Other  Rabi pulses,3316.821221
Maharashtra,Rabi,55,82,70,6.88,Other  Rabi pulses,5933.285031
Maharashtra,Rabi,52,82,56,6.27,Other  Rabi pulses,2318.136291
Maharashtra,Rabi,8,49,33,5.86,Other  Rabi pulses,4065.069805
Maharashtra,Rabi,59,65,109,7.3,Other  Rabi pulses,5237.213316
Maharashtra,Rabi,22,77,119,6.65,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,8,49,33,5.54,Other  Rabi pulses,4065.069805
Maharashtra,Rabi,123,57,107,6.14,Other  Rabi pulses,3948.376836
Maharashtra,Rabi,34,87,84,6.01,Other  Rabi pulses,3316.821221
Maharashtra,Rabi,22,77,119,6.35,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,59,65,109,7.42,Other  Rabi pulses,5237.213316
Maharashtra,Rabi,52,82,56,6.15,Other  Rabi pulses,2318.136291
Maharashtra,Rabi,52,82,56,6.61,Other  Rabi pulses,2318.136291
Maharashtra,Rabi,52,82,56,6.76,Other  Rabi pulses,2318.136291
Maharashtra,Rabi,24,13,20,6.45,Other  Rabi pulses,3829.395689
Maharashtra,Rabi,91,68,109,7.23,Other  Rabi pulses,3688.86394
Maharashtra,Rabi,57,91,102,6.36,Other  Rabi pulses,4705.017773
Maharashtra,Rabi,55,82,70,7.12,Other  Rabi pulses,5933.285031
Maharashtra,Rabi,34,87,84,6.84,Other  Rabi pulses,3316.821221
Maharashtra,Rabi,52,82,56,6.06,Other  Rabi pulses,2318.136291
Maharashtra,Rabi,108,28,142,6.26,Other  Rabi pulses,1556.597217
Maharashtra,Rabi,5,83,75,5.75,Other  Rabi pulses,5446.885218
Maharashtra,Rabi,24,13,20,5.78,Other  Rabi pulses,3829.395689
Maharashtra,Rabi,106,68,74,7.47,Other  Rabi pulses,1151.670365
Maharashtra,Rabi,34,87,84,7.15,Other  Rabi pulses,3316.821221
Maharashtra,Rabi,108,28,142,6.14,Other  Rabi pulses,1556.597217
Maharashtra,Rabi,55,82,70,7.39,Other  Rabi pulses,5933.285031
Maharashtra,Rabi,123,57,107,7.23,Other  Rabi pulses,3948.376836
Maharashtra,Rabi,57,91,102,7,Other  Rabi pulses,4705.017773
Maharashtra,Rabi,5,83,75,6.06,Other  Rabi pulses,5446.885218
Maharashtra,Rabi,8,49,33,6.83,Other  Rabi pulses,4065.069805
Maharashtra,Rabi,107,53,109,5.63,Other  Rabi pulses,1128.692871
Maharashtra,Rabi,127,82,140,5.99,Other  Rabi pulses,3954.501795
Maharashtra,Rabi,19,70,16,6.37,Other  Rabi pulses,1499.714853
Maharashtra,Rabi,57,91,102,6.76,Other  Rabi pulses,4705.017773
Maharashtra,Rabi,8,49,33,7.28,Other  Rabi pulses,4065.069805
Maharashtra,Rabi,52,82,56,6.36,Other  Rabi pulses,2318.136291
Maharashtra,Rabi,55,82,70,7.33,Other  Rabi pulses,5933.285031
Maharashtra,Rabi,24,13,20,6.89,Other  Rabi pulses,3829.395689
Maharashtra,Rabi,108,28,142,6.84,Other  Rabi pulses,1556.597217
Maharashtra,Rabi,123,57,107,6.3,Other  Rabi pulses,3948.376836
Maharashtra,Rabi,22,77,119,5.87,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,22,77,119,6.49,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,59,65,109,6.31,Other  Rabi pulses,5237.213316
Maharashtra,Rabi,52,82,56,6.86,Other  Rabi pulses,2318.136291
Maharashtra,Rabi,57,91,102,7.3,Other  Rabi pulses,4705.017773
Maharashtra,Rabi,9,19,15,5.58,Other  Rabi pulses,5333.628833
Maharashtra,Rabi,107,53,109,6.77,Other  Rabi pulses,1128.692871
Maharashtra,Rabi,107,53,109,7.31,Other  Rabi pulses,1128.692871
Maharashtra,Rabi,127,82,140,5.77,Other  Rabi pulses,3954.501795
Maharashtra,Rabi,127,82,140,7.28,Other  Rabi pulses,3954.501795
Maharashtra,Rabi,5,83,75,7.31,Other  Rabi pulses,5446.885218
Maharashtra,Rabi,22,77,119,6.72,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,57,91,102,6.32,Other  Rabi pulses,4705.017773
Maharashtra,Rabi,19,70,16,7.45,Other  Rabi pulses,1499.714853
Maharashtra,Rabi,57,91,102,7.17,Other  Rabi pulses,4705.017773
Maharashtra,Rabi,19,70,16,6.76,Other  Rabi pulses,1499.714853
Maharashtra,Rabi,57,91,102,7.42,Other  Rabi pulses,4705.017773
Maharashtra,Rabi,107,53,109,6.44,Other  Rabi pulses,1128.692871
Maharashtra,Rabi,24,13,20,5.6,Other  Rabi pulses,3829.395689
Maharashtra,Rabi,91,68,109,7.46,Other  Rabi pulses,3688.86394
Maharashtra,Rabi,19,70,16,6.35,Other  Rabi pulses,1499.714853
Maharashtra,Rabi,8,49,33,5.83,Other  Rabi pulses,4065.069805
Maharashtra,Rabi,22,77,119,5.98,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,19,70,16,6.5,Other  Rabi pulses,1499.714853
Maharashtra,Rabi,9,19,15,7.3,Other  Rabi pulses,5333.628833
Maharashtra,Rabi,59,65,109,6.5,Other  Rabi pulses,5237.213316
Maharashtra,Rabi,127,82,140,5.58,Other  Rabi pulses,3954.501795
Maharashtra,Rabi,24,13,20,6.81,Other  Rabi pulses,3829.395689
Maharashtra,Rabi,19,70,16,6.59,Other  Rabi pulses,1499.714853
Maharashtra,Rabi,107,53,109,6.81,Other  Rabi pulses,1128.692871
Maharashtra,Rabi,61,78,41,5.59,Other  Rabi pulses,2190.430288
Maharashtra,Rabi,22,77,119,6.92,Other  Rabi pulses,4701.362023
Maharashtra,Rabi,5,83,75,6.6,Other  Rabi pulses,5446.885218
Maharashtra,Rabi,24,13,20,5.5,Other  Rabi pulses,3829.395689
Maharashtra,Rabi,24,13,20,5.64,Other  Rabi pulses,3829.395689
Maharashtra,Rabi,91,68,109,6.26,Other  Rabi pulses,3688.86394
Maharashtra,Rabi,127,82,140,6.75,Other  Rabi pulses,3954.501795
Maharashtra,Kharif,83,51,54,6.92,Other Kharif pulses,1940.330289
Maharashtra,Kharif,47,91,110,5.95,Other Kharif pulses,3824.174198
Maharashtra,Kharif,49,98,109,6.16,Other Kharif pulses,2887.660251
Maharashtra,Kharif,47,91,110,6.73,Other Kharif pulses,3824.174198
Maharashtra,Kharif,44,84,32,6.55,Other Kharif pulses,4075.355213
Maharashtra,Kharif,33,79,135,5.54,Other Kharif pulses,5865.23142
Maharashtra,Kharif,49,98,109,5.76,Other Kharif pulses,2887.660251
Maharashtra,Kharif,33,79,135,6.36,Other Kharif pulses,5865.23142
Maharashtra,Kharif,69,30,68,5.65,Other Kharif pulses,1564.578546
Maharashtra,Kharif,17,92,39,5.71,Other Kharif pulses,2671.689358
Maharashtra,Kharif,89,72,115,7.49,Other Kharif pulses,2806.896744
Maharashtra,Kharif,68,97,12,6.31,Other Kharif pulses,1347.010422
Maharashtra,Kharif,68,97,12,7.19,Other Kharif pulses,1347.010422
Maharashtra,Kharif,57,60,90,6.13,Other Kharif pulses,3138.080408
Maharashtra,Kharif,44,84,32,6.92,Other Kharif pulses,4075.355213
Maharashtra,Kharif,47,91,110,6.47,Other Kharif pulses,3824.174198
Maharashtra,Kharif,105,22,83,6.62,Other Kharif pulses,4210.20929
Maharashtra,Kharif,17,92,39,6.84,Other Kharif pulses,2671.689358
Maharashtra,Kharif,33,79,135,7.41,Other Kharif pulses,5865.23142
Maharashtra,Kharif,69,30,68,5.71,Other Kharif pulses,1564.578546
Maharashtra,Kharif,118,71,60,5.52,Other Kharif pulses,4090.582635
Maharashtra,Kharif,89,72,115,6.52,Other Kharif pulses,2806.896744
Maharashtra,Kharif,66,24,121,6.63,Other Kharif pulses,5120.615595
Maharashtra,Kharif,66,24,121,7.46,Other Kharif pulses,5120.615595
Maharashtra,Kharif,105,22,83,6.73,Other Kharif pulses,4210.20929
Maharashtra,Kharif,11,28,149,5.58,Other Kharif pulses,2562.491014
Maharashtra,Kharif,49,98,109,7.05,Other Kharif pulses,2887.660251
Maharashtra,Kharif,47,91,110,5.75,Other Kharif pulses,3824.174198
Maharashtra,Kharif,49,98,109,6.05,Other Kharif pulses,2887.660251
Maharashtra,Kharif,89,72,115,6.33,Other Kharif pulses,2806.896744
Maharashtra,Kharif,14,30,50,7.31,Other Kharif pulses,4335.698139
Maharashtra,Kharif,49,98,109,6.03,Other Kharif pulses,2887.660251
Maharashtra,Kharif,57,60,90,5.81,Other Kharif pulses,3138.080408
Maharashtra,Kharif,17,92,39,5.56,Other Kharif pulses,2671.689358
Maharashtra,Kharif,118,71,60,6.72,Other Kharif pulses,4090.582635
Maharashtra,Kharif,89,72,115,6.74,Other Kharif pulses,2806.896744
Maharashtra,Kharif,89,72,115,5.86,Other Kharif pulses,2806.896744
Maharashtra,Kharif,47,91,110,7.31,Other Kharif pulses,3824.174198
Maharashtra,Kharif,16,61,146,6.86,Other Kharif pulses,2568.401255
Maharashtra,Kharif,118,71,60,7,Other Kharif pulses,4090.582635
Maharashtra,Kharif,118,71,60,5.94,Other Kharif pulses,4090.582635
Maharashtra,Kharif,68,97,12,6.56,Other Kharif pulses,1347.010422
Maharashtra,Kharif,44,84,32,6.04,Other Kharif pulses,4075.355213
Maharashtra,Kharif,118,71,60,5.63,Other Kharif pulses,4090.582635
Maharashtra,Kharif,72,27,132,5.54,Other Kharif pulses,4894.925982
Maharashtra,Kharif,17,92,39,6.67,Other Kharif pulses,2671.689358
Maharashtra,Kharif,118,71,60,6.54,Other Kharif pulses,4090.582635
Maharashtra,Kharif,31,21,10,5.57,Other Kharif pulses,3415.270013
Maharashtra,Kharif,49,98,109,7.48,Other Kharif pulses,2887.660251
Maharashtra,Kharif,105,22,83,7.27,Other Kharif pulses,4210.20929
Maharashtra,Kharif,44,84,32,6.02,Other Kharif pulses,4075.355213
Maharashtra,Kharif,88,33,38,6.81,Other Kharif pulses,5180.272114
Maharashtra,Kharif,17,92,39,6.16,Other Kharif pulses,2671.689358
Maharashtra,Kharif,16,61,146,6.67,Other Kharif pulses,2568.401255
Maharashtra,Kharif,31,21,10,5.64,Other Kharif pulses,3415.270013
Maharashtra,Kharif,105,22,83,5.77,Other Kharif pulses,4210.20929
Maharashtra,Kharif,89,72,115,5.76,Other Kharif pulses,2806.896744
Maharashtra,Kharif,83,51,54,6.97,Other Kharif pulses,1940.330289
Maharashtra,Kharif,14,30,50,5.74,Other Kharif pulses,4335.698139
Maharashtra,Kharif,11,28,149,6.51,Other Kharif pulses,2562.491014
Maharashtra,Kharif,89,72,115,7.39,Other Kharif pulses,2806.896744
Maharashtra,Kharif,18,48,46,6.03,Other Kharif pulses,1217.241313
Maharashtra,Kharif,118,71,60,6.1,Other Kharif pulses,4090.582635
Maharashtra,Kharif,17,92,39,6.59,Other Kharif pulses,2671.689358
Maharashtra,Kharif,49,98,109,6.88,Other Kharif pulses,2887.660251
Maharashtra,Kharif,44,84,32,5.8,Other Kharif pulses,4075.355213
Maharashtra,Kharif,16,61,146,6.28,Other Kharif pulses,2568.401255
Maharashtra,Kharif,18,48,46,5.82,Other Kharif pulses,1217.241313
Maharashtra,Kharif,118,71,60,5.56,Other Kharif pulses,4090.582635
Maharashtra,Kharif,57,60,90,6.46,Other Kharif pulses,3138.080408
Maharashtra,Kharif,83,51,54,6.72,Other Kharif pulses,1940.330289
Maharashtra,Kharif,130,46,78,6.04,Other Kharif pulses,5004.18891
Maharashtra,Kharif,105,22,83,5.84,Other Kharif pulses,4210.20929
Maharashtra,Kharif,83,51,54,5.91,Other Kharif pulses,1940.330289
Maharashtra,Kharif,68,97,12,5.95,Other Kharif pulses,1347.010422
Maharashtra,Kharif,33,79,135,5.83,Other Kharif pulses,5865.23142
Maharashtra,Kharif,14,30,50,6.76,Other Kharif pulses,4335.698139
Maharashtra,Kharif,14,30,50,5.83,Other Kharif pulses,4335.698139
Maharashtra,Kharif,31,21,10,6.48,Other Kharif pulses,3415.270013
Maharashtra,Kharif,47,91,110,6.71,Other Kharif pulses,3824.174198
Maharashtra,Kharif,69,30,68,6,Other Kharif pulses,1564.578546
Maharashtra,Kharif,11,28,149,6.47,Other Kharif pulses,2562.491014
Maharashtra,Kharif,11,28,149,6.69,Other Kharif pulses,2562.491014
Maharashtra,Kharif,83,51,54,6.67,Other Kharif pulses,1940.330289
Maharashtra,Kharif,68,97,12,7.35,Other Kharif pulses,1347.010422
Maharashtra,Kharif,69,30,68,6,Other Kharif pulses,1564.578546
Maharashtra,Kharif,72,27,132,5.69,Other Kharif pulses,4894.925982
Maharashtra,Kharif,11,28,149,5.78,Other Kharif pulses,2562.491014
Maharashtra,Kharif,89,72,115,6.54,Other Kharif pulses,2806.896744
Maharashtra,Kharif,130,46,78,7.29,Other Kharif pulses,5004.18891
Maharashtra,Kharif,11,28,149,7.08,Other Kharif pulses,2562.491014
Maharashtra,Kharif,57,60,90,6,Other Kharif pulses,3138.080408
Maharashtra,Kharif,130,46,78,6.96,Other Kharif pulses,5004.18891
Maharashtra,Kharif,131,51,94,7.44,Ragi,1164.393197
Maharashtra,Kharif,104,72,98,5.92,Ragi,1491.323938
Maharashtra,Kharif,56,91,11,6.68,Ragi,5918.161998
Maharashtra,Kharif,51,51,133,7.1,Ragi,5861.812839
Maharashtra,Kharif,56,91,11,6.42,Ragi,5918.161998
Maharashtra,Kharif,131,51,94,7.3,Ragi,1164.393197
Maharashtra,Kharif,83,98,90,6.94,Ragi,1860.87567
Maharashtra,Kharif,16,9,20,6.75,Ragi,5952.893103
Maharashtra,Kharif,53,28,118,6.48,Ragi,3707.742575
Maharashtra,Kharif,16,9,20,5.75,Ragi,5952.893103
Maharashtra,Kharif,19,70,53,5.99,Ragi,5028.914084
Maharashtra,Kharif,60,29,111,5.93,Ragi,2884.135887
Maharashtra,Kharif,51,51,133,7.47,Ragi,5861.812839
Maharashtra,Kharif,134,43,75,6.9,Ragi,2002.116175
Maharashtra,Kharif,19,70,53,7.02,Ragi,5028.914084
Maharashtra,Kharif,19,70,53,6.83,Ragi,5028.914084
Maharashtra,Kharif,134,43,75,7.28,Ragi,2002.116175
Maharashtra,Kharif,115,7,46,7.03,Ragi,2203.217035
Maharashtra,Kharif,19,70,53,5.5,Ragi,5028.914084
Maharashtra,Kharif,104,72,98,7.26,Ragi,1491.323938
Maharashtra,Kharif,83,98,90,6.88,Ragi,1860.87567
Maharashtra,Kharif,56,91,11,7.1,Ragi,5918.161998
Maharashtra,Kharif,131,51,94,6.87,Ragi,1164.393197
Maharashtra,Kharif,60,29,111,7.05,Ragi,2884.135887
Maharashtra,Kharif,19,70,53,7.31,Ragi,5028.914084
Maharashtra,Kharif,16,9,20,5.77,Ragi,5952.893103
Maharashtra,Kharif,131,51,94,6.6,Ragi,1164.393197
Maharashtra,Kharif,134,43,75,7.19,Ragi,2002.116175
Maharashtra,Kharif,83,98,90,6.91,Ragi,1860.87567
Maharashtra,Kharif,53,28,118,6.11,Ragi,3707.742575
Maharashtra,Kharif,134,43,75,6.56,Ragi,2002.116175
Maharashtra,Kharif,19,70,53,6.8,Ragi,5028.914084
Maharashtra,Kharif,60,29,111,7.39,Ragi,2884.135887
Maharashtra,Kharif,16,9,20,6.88,Ragi,5952.893103
Maharashtra,Kharif,115,7,46,6.24,Ragi,2203.217035
Maharashtra,Kharif,134,43,75,5.5,Ragi,2002.116175
Maharashtra,Kharif,134,43,75,6.19,Ragi,2002.116175
Maharashtra,Kharif,87,56,48,7.19,Ragi,1807.964954
Maharashtra,Kharif,19,70,53,5.93,Ragi,5028.914084
Maharashtra,Kharif,115,7,46,6.34,Ragi,2203.217035
Maharashtra,Kharif,116,92,13,5.81,Ragi,3110.402245
Maharashtra,Kharif,131,51,94,7.4,Ragi,1164.393197
Maharashtra,Kharif,87,56,48,7.38,Ragi,1807.964954
Maharashtra,Kharif,116,92,13,7.2,Ragi,3110.402245
Maharashtra,Kharif,115,7,46,6.88,Ragi,2203.217035
Maharashtra,Kharif,19,70,53,7.15,Ragi,5028.914084
Maharashtra,Kharif,134,43,75,6.06,Ragi,2002.116175
Maharashtra,Kharif,115,7,46,7.17,Ragi,2203.217035
Maharashtra,Kharif,134,43,75,6.43,Ragi,2002.116175
Maharashtra,Kharif,83,98,90,6.92,Ragi,1860.87567
Maharashtra,Kharif,104,72,98,7.17,Ragi,1491.323938
Maharashtra,Kharif,60,29,111,7.1,Ragi,2884.135887
Maharashtra,Kharif,116,92,13,6.46,Ragi,3110.402245
Maharashtra,Kharif,16,9,20,7.12,Ragi,5952.893103
Maharashtra,Kharif,56,91,11,6.27,Ragi,5918.161998
Maharashtra,Kharif,60,29,111,7.39,Ragi,2884.135887
Maharashtra,Kharif,116,92,13,6.64,Ragi,3110.402245
Maharashtra,Rabi,64,9,26,7.49,Rapeseed &Mustard,5744.45251
Maharashtra,Rabi,5,59,22,5.5,Rapeseed &Mustard,5713.817441
Maharashtra,Rabi,15,48,6,6.93,Rapeseed &Mustard,5224.295355
Maharashtra,Rabi,97,21,78,7.32,Rapeseed &Mustard,2144.81873
Maharashtra,Rabi,89,20,137,7.07,Rapeseed &Mustard,2082.016654
Maharashtra,Rabi,59,30,63,6.96,Rapeseed &Mustard,4471.040091
Maharashtra,Rabi,5,59,22,6.35,Rapeseed &Mustard,5713.817441
Maharashtra,Rabi,89,20,137,7.09,Rapeseed &Mustard,2082.016654
Maharashtra,Rabi,28,9,117,6.11,Rapeseed &Mustard,3099.864649
Maharashtra,Rabi,89,20,137,7.11,Rapeseed &Mustard,2082.016654
Maharashtra,Rabi,15,48,6,5.8,Rapeseed &Mustard,5224.295355
Maharashtra,Rabi,89,20,137,6.85,Rapeseed &Mustard,2082.016654
Maharashtra,Rabi,60,47,13,5.52,Rapeseed &Mustard,3394.833009
Maharashtra,Rabi,95,40,20,6.28,Rapeseed &Mustard,2628.568652
Maharashtra,Rabi,60,47,13,6.67,Rapeseed &Mustard,3394.833009
Maharashtra,Rabi,28,17,42,7.07,Rapeseed &Mustard,4643.722438
Maharashtra,Rabi,95,40,20,5.78,Rapeseed &Mustard,2628.568652
Maharashtra,Rabi,66,78,59,6.61,Rapeseed &Mustard,5614.04675
Maharashtra,Rabi,59,68,36,5.99,Rapeseed &Mustard,2759.966625
Maharashtra,Rabi,60,47,13,6.49,Rapeseed &Mustard,3394.833009
Maharashtra,Rabi,5,59,22,7.28,Rapeseed &Mustard,5713.817441
Maharashtra,Rabi,95,40,20,7.36,Rapeseed &Mustard,2628.568652
